date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:30	242/242	---MCZ	200	added ('OK')	text/plain	etag:W/%2262ce96c8-267%22	https://www.anesvad.org/robots.txt		(from )
12:00:30	75517/75517	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2017:00:30%20GMT	https://www.anesvad.org/por-que-existimos/	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/por-que-existimos/index.html	(from )
12:00:31	606012/606012	---MCZ	200	added ('OK')	text/css	etag:W/%2262d92913-93f3c%22	https://www.anesvad.org/wp-content/cache/asset-cleanup/css/head-3ae90c8feddae881c960d4b3742a96ce6b4c28d6.css	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/cache/asset-cleanup/css/head-3ae90c8feddae881c960d4b3742a96ce6b4c28d6.css	(from https://www.anesvad.org/por-que-existimos/)
12:00:33	197/197	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Jul%202022%2017:00:32%20GMT	http://js.hs-scripts.com/	/Users/mahunandegbelo/websites/template%20example/js.hs-scripts.com/index.html	(from https://www.anesvad.org/por-que-existimos/)
12:00:33	50397/50397	---MCZ	200	added ('OK')	text/css	etag:W/%22beb60a9475685e87a9738a7306591e69%22	https://use.fontawesome.com/releases/v5.4.1/css/all.css?ver=1658941066	/Users/mahunandegbelo/websites/template%20example/use.fontawesome.com/releases/v5.4.1/css/allf259.css	(from https://www.anesvad.org/por-que-existimos/)
12:00:33	43749/43749	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2017:00:33%20GMT	http://www.google.com/	/Users/mahunandegbelo/websites/template%20example/www.google.com/index.html	(from https://www.anesvad.org/por-que-existimos/)
12:00:33	65318/65318	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2017:00:32%20GMT	https://www.anesvad.org/eu/existitzen-garelako/	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/eu/existitzen-garelako/index.html	(from https://www.anesvad.org/por-que-existimos/)
12:00:35	884/884	---MC-	200	added ('OK')	text/javascript	date:Wed,%2027%20Jul%202022%2017:00:33%20GMT	https://www.google.com/recaptcha/api.js?render=6LcrrLsaAAAAAIRHIR_khbbZIP-U2PfQ9gKKJtde&ver=1658941066	/Users/mahunandegbelo/websites/template%20example/www.google.com/recaptcha/api3b39.js	(from https://www.anesvad.org/por-que-existimos/)
12:00:37	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2027%20Jul%202022%2017:00:34%20GMT	http://use.fontawesome.com/	/Users/mahunandegbelo/websites/template%20example/use.fontawesome.com/index.html	(from https://www.anesvad.org/por-que-existimos/)
12:00:37	123707/123707	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d92922-1e33b%22	https://www.anesvad.org/wp-content/cache/asset-cleanup/js/head-0ab82d7d02a8630b647d06a87e8fc2c920c9e1b7.js	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/cache/asset-cleanup/js/head-0ab82d7d02a8630b647d06a87e8fc2c920c9e1b7.js	(from https://www.anesvad.org/por-que-existimos/)
12:00:37	71254/71254	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Jul%202022%2017:00:33%20GMT	https://www.anesvad.org/en/why-we-exist/	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/en/why-we-exist/index.html	(from https://www.anesvad.org/por-que-existimos/)
12:00:37	19427/19427	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Jul%202022%2017:00:36%20GMT	https://www.anesvad.org/wp-json/wp/v2/pages/3599	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-json/wp/v2/pages/3599.json	(from https://www.anesvad.org/por-que-existimos/)
12:00:38	2573/2573	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Jul%202022%2017:00:38%20GMT	https://www.anesvad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.anesvad.org%2Fpor-que-existimos%2F	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-json/oembed/1.0/embed333a.json	(from https://www.anesvad.org/por-que-existimos/)
12:00:38	359899/359899	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Jul%202022%2017:00:38%20GMT	https://www.anesvad.org/wp-json/	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-json/index.html	(from https://www.anesvad.org/por-que-existimos/)
12:00:39	2651/2651	---MCZ	200	added ('OK')	text/xml	date:Wed,%2027%20Jul%202022%2017:00:39%20GMT	https://www.anesvad.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.anesvad.org%2Fpor-que-existimos%2F&format=xml	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-json/oembed/1.0/embede5af	(from https://www.anesvad.org/por-que-existimos/)
12:00:39	919/919	---M--	200	added ('OK')	image/jpeg	etag:%2262d68bab-397%22	https://www.anesvad.org/wp-content/uploads/2022/03/cropped-d-fundacion-anesvad-32x32.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2022/03/cropped-d-fundacion-anesvad-32x32.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:40	3734/3734	---M--	200	added ('OK')	image/jpeg	etag:%2262d68baa-e96%22	https://www.anesvad.org/wp-content/uploads/2022/03/cropped-d-fundacion-anesvad-192x192.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2022/03/cropped-d-fundacion-anesvad-192x192.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:41	3583/3583	---M--	200	added ('OK')	image/jpeg	etag:%2262d68bab-dff%22	https://www.anesvad.org/wp-content/uploads/2022/03/cropped-d-fundacion-anesvad-180x180.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2022/03/cropped-d-fundacion-anesvad-180x180.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:42	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2027%20Jul%202022%2017:00:42%20GMT	https://www.googletagmanager.com/gtm.js?id=	/Users/mahunandegbelo/websites/template%20example/www.googletagmanager.com/gtm.a5445.delayed	(from https://www.anesvad.org/por-que-existimos/)
12:00:43	7677/7677	---M--	200	added ('OK')	image/png	etag:%2262d6867e-1dfd%22	https://www.anesvad.org/wp-content/themes/woko/img/fundacion-anesvad-logo-negro.png	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/themes/woko/img/fundacion-anesvad-logo-negro.png	(from https://www.anesvad.org/por-que-existimos/)
12:00:44	7594/7594	---M--	200	added ('OK')	image/png	etag:%2262d6867e-1daa%22	https://www.anesvad.org/wp-content/themes/woko/img/fundacion-anesvad-logo-blanco.png	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/themes/woko/img/fundacion-anesvad-logo-blanco.png	(from https://www.anesvad.org/por-que-existimos/)
12:00:45	86678/86678	---M--	200	added ('OK')	image/jpeg	etag:%2262d6991e-15296%22	https://www.anesvad.org/wp-content/uploads/2022/07/somos-imagen-450.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2022/07/somos-imagen-450.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:46	41981/41981	---M--	200	added ('OK')	image/jpeg	etag:%2262d698de-a3fd%22	https://www.anesvad.org/wp-content/uploads/2022/07/Hacemos-terreno-fundacion-anesvad-450.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2022/07/Hacemos-terreno-fundacion-anesvad-450.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:47	47568/47568	---M--	200	added ('OK')	image/jpeg	etag:%2262d69863-b9d0%22	https://www.anesvad.org/wp-content/uploads/2022/07/Involucrate-fundacion-anesvad-450.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2022/07/Involucrate-fundacion-anesvad-450.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:49	1112/1112	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262b9907a-458%22	https://www.anesvad.org/wp-content/themes/woko/img/recortes/cabecera-somos-inferior.svg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/themes/woko/img/recortes/cabecera-somos-inferior.svg	(from https://www.anesvad.org/por-que-existimos/)
12:00:50	255191/255191	---M--	200	added ('OK')	image/jpeg	etag:%22624c60f2-3e4d7%22	https://www.anesvad.org/wp-content/uploads/2021/11/estamos-donde-nadie-esta.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2021/11/estamos-donde-nadie-esta.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:51	133491/133491	---M--	200	added ('OK')	image/jpeg	etag:%2262d806c3-20973%22	https://www.anesvad.org/wp-content/uploads/2021/11/sanidad-universal-derecho-no-privilegio-743x1024.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2021/11/sanidad-universal-derecho-no-privilegio-743x1024.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:52	221074/221074	---M--	200	added ('OK')	image/jpeg	etag:%22624c60d0-35f92%22	https://www.anesvad.org/wp-content/uploads/2021/10/origines-anesvad-bilbao.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2021/10/origines-anesvad-bilbao.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:53	160123/160123	---M--	200	added ('OK')	image/jpeg	etag:%22624c6077-2717b%22	https://www.anesvad.org/wp-content/uploads/2021/10/lepra-filipinas-anesvad.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2021/10/lepra-filipinas-anesvad.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:54	213363/213363	---M--	200	added ('OK')	image/jpeg	etag:%22624c60c3-34173%22	https://www.anesvad.org/wp-content/uploads/2021/10/trata-anesvad.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2021/10/trata-anesvad.jpg	(from https://www.anesvad.org/por-que-existimos/)
12:00:55	246809/246809	---M--	200	added ('OK')	image/jpeg	etag:%22624c6162-3c419%22	https://www.anesvad.org/wp-content/uploads/2021/10/salud-anesvad.jpg	/Users/mahunandegbelo/websites/template%20example/www.anesvad.org/wp-content/uploads/2021/10/salud-anesvad.jpg	(from https://www.anesvad.org/por-que-existimos/)
